timestamp,code,volume_in,volume_out
2026-02-07 00:25:00,UU00-00,126709088,254204566
2026-02-07 00:25:00,VV00-00,233693690,345789550
2026-02-07 00:25:00,WW00-00,103034738,479164234
2026-02-07 00:25:00,XX00-00,389504727,446549038
2026-02-07 00:25:00,YY00-00,225412690,360498847
2026-02-07 00:25:00,ZZ00-00,75824411,401029933
2026-02-07 00:30:00,AA00-00,389565629,307997373
2026-02-07 00:30:00,BB00-00,212966328,882565184
2026-02-07 00:30:00,CC00-00,45186843,215191626
2026-02-07 00:30:00,DD00-00,393534325,598428280
2026-02-07 00:30:00,EE00-00,638644946,359269556
2026-02-07 00:30:00,FF00-00,619579566,243123204
2026-02-07 00:30:00,GG00-00,616716886,457030397
2026-02-07 00:30:00,HH00-00,96543661,191737755
2026-02-07 00:30:00,II00-00,612529255,421381751
2026-02-07 00:30:00,JJ00-00,172608427,349102929
2026-02-07 00:30:00,KK00-00,551716604,419302022
2026-02-07 00:30:00,LL00-00,60575437,482237833
2026-02-07 00:30:00,MM00-00,241403665,382732483
2026-02-07 00:30:00,NN00-00,287987510,452684074
2026-02-07 00:30:00,OO00-00,356081138,566169437
2026-02-07 00:30:00,PP00-00,65219690,538176429
2026-02-07 00:30:00,QQ00-00,525524449,323300706
2026-02-07 00:30:00,RR00-00,318823138,372408457
2026-02-07 00:30:00,SS00-00,324570372,304439977
2026-02-07 00:30:00,TT00-00,419255112,529192660
2026-02-07 00:30:00,UU00-00,130200049,258923684
2026-02-07 00:30:00,VV00-00,246476864,346788782
2026-02-07 00:30:00,WW00-00,111019427,505318292
2026-02-07 00:30:00,XX00-00,355162534,453830501
2026-02-07 00:30:00,YY00-00,211633624,395956817
2026-02-07 00:30:00,ZZ00-00,76065745,379026252
2026-02-07 00:35:00,AA00-00,386098906,317140157
2026-02-07 00:35:00,BB00-00,217307460,847255721
2026-02-07 00:35:00,CC00-00,46033286,199341749
2026-02-07 00:35:00,DD00-00,400383082,619462047
2026-02-07 00:35:00,EE00-00,598416243,332924062
2026-02-07 00:35:00,FF00-00,636240810,235386854
2026-02-07 00:35:00,GG00-00,587656580,457829613
2026-02-07 00:35:00,HH00-00,96659140,198583032
2026-02-07 00:35:00,II00-00,661751555,398146073
2026-02-07 00:35:00,JJ00-00,166862683,329637237
2026-02-07 00:35:00,KK00-00,576967548,423750028
2026-02-07 00:35:00,LL00-00,62452626,454384473
2026-02-07 00:35:00,MM00-00,228890131,386961995
2026-02-07 00:35:00,NN00-00,266420410,453437283
2026-02-07 00:35:00,OO00-00,349729152,537392189
2026-02-07 00:35:00,PP00-00,68759604,571593424
2026-02-07 00:35:00,QQ00-00,552362758,331067934
2026-02-07 00:35:00,RR00-00,325845593,407268505
2026-02-07 00:35:00,SS00-00,301372814,287433287
2026-02-07 00:35:00,TT00-00,383376630,481988239
2026-02-07 00:35:00,UU00-00,137531589,264505510
2026-02-07 00:35:00,VV00-00,243477127,323421629
2026-02-07 00:35:00,WW00-00,104674277,482752165
2026-02-07 00:35:00,XX00-00,360203029,440749107
2026-02-07 00:35:00,YY00-00,209873259,420038820
2026-02-07 00:35:00,ZZ00-00,80692617,361961003
2026-02-07 00:40:00,AA00-00,406228046,315105930
2026-02-07 00:40:00,BB00-00,216503583,875818678
2026-02-07 00:40:00,CC00-00,48539602,187639326
2026-02-07 00:40:00,DD00-00,422198664,675195034
2026-02-07 00:40:00,EE00-00,544401461,320065284
2026-02-07 00:40:00,FF00-00,670541816,233554941
2026-02-07 00:40:00,GG00-00,618165671,437220925
2026-02-07 00:40:00,HH00-00,94814489,189568023
2026-02-07 00:40:00,II00-00,716195005,434727439
2026-02-07 00:40:00,JJ00-00,154601043,297960485
2026-02-07 00:40:00,KK00-00,544300831,454103370
2026-02-07 00:40:00,LL00-00,65996919,413543109
2026-02-07 00:40:00,MM00-00,238576684,422065815
2026-02-07 00:40:00,NN00-00,240027286,474570223
2026-02-07 00:40:00,OO00-00,366719989,563722861
2026-02-07 00:40:00,PP00-00,74187475,540944020
2026-02-07 00:40:00,QQ00-00,548996243,346015027
2026-02-07 00:40:00,RR00-00,298037766,428359063
2026-02-07 00:40:00,SS00-00,297546742,282653296
2026-02-07 00:40:00,TT00-00,383927993,470657756
2026-02-07 00:40:00,UU00-00,136153813,289807016
2026-02-07 00:40:00,VV00-00,231893531,299251917
2026-02-07 00:40:00,WW00-00,99627671,455517866
2026-02-07 00:40:00,XX00-00,325424727,458722016
2026-02-07 00:40:00,YY00-00,200618707,397152897
2026-02-07 00:40:00,ZZ00-00,77222754,381252328
2026-02-07 00:45:00,AA00-00,386211745,283728404
2026-02-07 00:45:00,BB00-00,218108938,824084612
2026-02-07 00:45:00,CC00-00,47981106,177095838
2026-02-07 00:45:00,DD00-00,436032714,732652140
2026-02-07 00:45:00,EE00-00,508723791,320771865
2026-02-07 00:45:00,FF00-00,633338729,249437187
2026-02-07 00:45:00,GG00-00,585687609,479977266
2026-02-07 00:45:00,HH00-00,90381458,179915815
2026-02-07 00:45:00,II00-00,734849307,438055018
2026-02-07 00:45:00,JJ00-00,149867951,284499084
2026-02-07 00:45:00,KK00-00,554758968,416180777
2026-02-07 00:45:00,LL00-00,61164026,430518624
2026-02-07 00:45:00,MM00-00,253921041,452774680
2026-02-07 00:45:00,NN00-00,224576280,494281316
2026-02-07 00:45:00,OO00-00,345450145,550431281
2026-02-07 00:45:00,PP00-00,78512472,560142427
2026-02-07 00:45:00,QQ00-00,538800353,329686906
2026-02-07 00:45:00,RR00-00,299841809,418434868
2026-02-07 00:45:00,SS00-00,275453824,310178029
2026-02-07 00:45:00,TT00-00,377320344,440924279
2026-02-07 00:45:00,UU00-00,147057383,290378097
2026-02-07 00:45:00,VV00-00,248445843,273832946
2026-02-07 00:45:00,WW00-00,99810035,473540051
2026-02-07 00:45:00,XX00-00,349590587,480052633
2026-02-07 00:45:00,YY00-00,205851660,383781586
2026-02-07 00:45:00,ZZ00-00,69506975,370517753
2026-02-07 00:50:00,AA00-00,423878449,298639152
2026-02-07 00:50:00,BB00-00,217999003,871260219
2026-02-07 00:50:00,CC00-00,46351225,192767417
2026-02-07 00:50:00,DD00-00,419033781,670858570
2026-02-07 00:50:00,EE00-00,519616788,291047946
2026-02-07 00:50:00,FF00-00,663500176,270901300
2026-02-07 00:50:00,GG00-00,643321847,440086793
2026-02-07 00:50:00,HH00-00,86506753,162463863
2026-02-07 00:50:00,II00-00,798262244,426285622
2026-02-07 00:50:00,JJ00-00,150147125,298967067
2026-02-07 00:50:00,KK00-00,529593663,391420656
2026-02-07 00:50:00,LL00-00,63710168,408051523
2026-02-07 00:50:00,MM00-00,230589811,452990878
2026-02-07 00:50:00,NN00-00,229083183,475554248
2026-02-07 00:50:00,OO00-00,326724584,497012461
2026-02-07 00:50:00,PP00-00,83797735,609802928
2026-02-07 00:50:00,QQ00-00,526090972,319682559
2026-02-07 00:50:00,RR00-00,319521202,454839154
2026-02-07 00:50:00,SS00-00,272189835,322790046
2026-02-07 00:50:00,TT00-00,356892223,483499691
2026-02-07 00:50:00,UU00-00,136141469,315385444
2026-02-07 00:50:00,VV00-00,223933183,270795613
2026-02-07 00:50:00,WW00-00,91669810,459808153
2026-02-07 00:50:00,XX00-00,320781017,476081392
2026-02-07 00:50:00,YY00-00,225292574,383608533
2026-02-07 00:50:00,ZZ00-00,63692937,386521588
2026-02-07 00:55:00,AA00-00,415524026,315791538
2026-02-07 00:55:00,BB00-00,234786471,926525197
2026-02-07 00:55:00,CC00-00,45344248,177530068
2026-02-07 00:55:00,DD00-00,421276744,672499947
2026-02-07 00:55:00,EE00-00,529593762,279601731
2026-02-07 00:55:00,FF00-00,722969260,268169374
2026-02-07 00:55:00,GG00-00,641788457,400670327
2026-02-07 00:55:00,HH00-00,78036009,150274127
2026-02-07 00:55:00,II00-00,774265544,386309169
2026-02-07 00:55:00,JJ00-00,149063692,305923348
2026-02-07 00:55:00,KK00-00,579868314,356287787
2026-02-07 00:55:00,LL00-00,64612646,401991121
2026-02-07 00:55:00,MM00-00,207853515,458526945
2026-02-07 00:55:00,NN00-00,220063317,464276858
2026-02-07 00:55:00,OO00-00,347246645,525731875
2026-02-07 00:55:00,PP00-00,85484119,597848765
2026-02-07 00:55:00,QQ00-00,578022302,301505868
2026-02-07 00:55:00,RR00-00,292341798,435247009
2026-02-07 00:55:00,SS00-00,271133155,341152443
2026-02-07 00:55:00,TT00-00,383754835,512704027
2026-02-07 00:55:00,UU00-00,123772037,299065962
2026-02-07 00:55:00,VV00-00,206849943,263254648
2026-02-07 00:55:00,WW00-00,83266136,462863026
2026-02-07 00:55:00,XX00-00,306709187,506629404
2026-02-07 00:55:00,YY00-00,245756515,353751862
2026-02-07 00:55:00,ZZ00-00,66458925,387378050
2026-02-07 01:00:00,AA00-00,408649576,295728921
2026-02-07 01:00:00,BB00-00,243285800,1014996773
2026-02-07 01:00:00,CC00-00,44783120,195260309
2026-02-07 01:00:00,DD00-00,379867253,713236642
2026-02-07 01:00:00,EE00-00,543948723,272117368
2026-02-07 01:00:00,FF00-00,732295842,261171231
2026-02-07 01:00:00,GG00-00,629514772,360917088
2026-02-07 01:00:00,HH00-00,74004756,142106659
2026-02-07 01:00:00,II00-00,842427196,388590005
2026-02-07 01:00:00,JJ00-00,159627425,336288748
2026-02-07 01:00:00,KK00-00,618109442,338220462
2026-02-07 01:00:00,LL00-00,63944610,376942801
2026-02-07 01:00:00,MM00-00,203622087,476069972
2026-02-07 01:00:00,NN00-00,224288569,482478866
2026-02-07 01:00:00,OO00-00,375013933,567956852
2026-02-07 01:00:00,PP00-00,88487838,655241504
2026-02-07 01:00:00,QQ00-00,523183800,304403355
2026-02-07 01:00:00,RR00-00,306341485,437179406
2026-02-07 01:00:00,SS00-00,271623264,342148829
2026-02-07 01:00:00,TT00-00,410328018,527373896
2026-02-07 01:00:00,UU00-00,128569224,290096197
2026-02-07 01:00:00,VV00-00,206120509,267485801
2026-02-07 01:00:00,WW00-00,85010369,423595818
2026-02-07 01:00:00,XX00-00,337152560,476910911
2026-02-07 01:00:00,YY00-00,259990718,336981338
2026-02-07 01:00:00,ZZ00-00,60125445,409095108
2026-02-07 01:05:00,AA00-00,415012113,321818969
2026-02-07 01:05:00,BB00-00,262081769,984479119
2026-02-07 01:05:00,CC00-00,44139584,209199408
2026-02-07 01:05:00,DD00-00,356309154,683497295
2026-02-07 01:05:00,EE00-00,537792259,279598386
2026-02-07 01:05:00,FF00-00,704055261,287083712
2026-02-07 01:05:00,GG00-00,598436030,344836674
2026-02-07 01:05:00,HH00-00,78509672,135941804
2026-02-07 01:05:00,II00-00,923120623,415866002
2026-02-07 01:05:00,JJ00-00,158649393,334871624
2026-02-07 01:05:00,KK00-00,646910016,329753885
2026-02-07 01:05:00,LL00-00,66962899,386676804
2026-02-07 01:05:00,MM00-00,184526270,452895407
2026-02-07 01:05:00,NN00-00,221596821,491844289
2026-02-07 01:05:00,OO00-00,372217102,568795784
2026-02-07 01:05:00,PP00-00,87350671,628368679
2026-02-07 01:05:00,QQ00-00,540221212,293960324
2026-02-07 01:05:00,RR00-00,303556608,415339938
2026-02-07 01:05:00,SS00-00,249826079,361046443
2026-02-07 01:05:00,TT00-00,447761788,568560032
2026-02-07 01:05:00,UU00-00,130811132,290364531
2026-02-07 01:05:00,VV00-00,194388965,261921837
2026-02-07 01:05:00,WW00-00,79648790,400973049
2026-02-07 01:05:00,XX00-00,316738187,478292671
2026-02-07 01:05:00,YY00-00,258514328,344609186
2026-02-07 01:05:00,ZZ00-00,61564249,368900464
2026-02-07 01:10:00,AA00-00,409849700,349091630
2026-02-07 01:10:00,BB00-00,249730711,977355549
2026-02-07 01:10:00,CC00-00,47322013,210455133
2026-02-07 01:10:00,DD00-00,354319067,695837361
2026-02-07 01:10:00,EE00-00,529956559,281499555
2026-02-07 01:10:00,FF00-00,710609711,277046735
2026-02-07 01:10:00,GG00-00,543776634,323964329
2026-02-07 01:10:00,HH00-00,76674151,145433284
2026-02-07 01:10:00,II00-00,878130126,381170744
2026-02-07 01:10:00,JJ00-00,153835060,314728661
2026-02-07 01:10:00,KK00-00,642828971,355162493
2026-02-07 01:10:00,LL00-00,64599185,389430084
2026-02-07 01:10:00,MM00-00,200629114,490702061
2026-02-07 01:10:00,NN00-00,215588844,531916275
2026-02-07 01:10:00,OO00-00,375591094,525307036
2026-02-07 01:10:00,PP00-00,90657029,624067931
2026-02-07 01:10:00,QQ00-00,500427555,269990067
2026-02-07 01:10:00,RR00-00,279369569,407801477
2026-02-07 01:10:00,SS00-00,230245262,339727734
2026-02-07 01:10:00,TT00-00,430161623,591994971
2026-02-07 01:10:00,UU00-00,142464966,278601159
2026-02-07 01:10:00,VV00-00,179439541,284348450
2026-02-07 01:10:00,WW00-00,76848564,382027277
2026-02-07 01:10:00,XX00-00,295360557,519266630
2026-02-07 01:10:00,YY00-00,235753429,353207752
2026-02-07 01:10:00,ZZ00-00,59678366,397757551
2026-02-07 01:15:00,AA00-00,421424242,330480696
2026-02-07 01:15:00,BB00-00,267827325,946896930
2026-02-07 01:15:00,CC00-00,51497303,209082625
2026-02-07 01:15:00,DD00-00,376681885,639717405
2026-02-07 01:15:00,EE00-00,482582407,308365534
2026-02-07 01:15:00,FF00-00,745142211,263951044
2026-02-07 01:15:00,GG00-00,543408651,335729707
2026-02-07 01:15:00,HH00-00,79950167,157609104
2026-02-07 01:15:00,II00-00,832457623,415538858
2026-02-07 01:15:00,JJ00-00,150664074,301640721
2026-02-07 01:15:00,KK00-00,658746528,360382935
2026-02-07 01:15:00,LL00-00,64034797,382930777
2026-02-07 01:15:00,MM00-00,186848620,495671480
2026-02-07 01:15:00,NN00-00,228923667,578929989
2026-02-07 01:15:00,OO00-00,366931365,537932066
2026-02-07 01:15:00,PP00-00,99595721,664117945
2026-02-07 01:15:00,QQ00-00,487538559,274475568
2026-02-07 01:15:00,RR00-00,288144870,373132699
2026-02-07 01:15:00,SS00-00,220372467,369884468
2026-02-07 01:15:00,TT00-00,410776398,537901340
2026-02-07 01:15:00,UU00-00,138371618,288965701
2026-02-07 01:15:00,VV00-00,187637873,255935713
2026-02-07 01:15:00,WW00-00,71679359,410850894
2026-02-07 01:15:00,XX00-00,320277032,469149370
2026-02-07 01:15:00,YY00-00,250054725,322366821
2026-02-07 01:15:00,ZZ00-00,58987765,362362348
2026-02-07 01:20:00,AA00-00,425898791,305778804
2026-02-07 01:20:00,BB00-00,283335598,905867931
2026-02-07 01:20:00,CC00-00,46366364,224551120
2026-02-07 01:20:00,DD00-00,407465980,612362488
2026-02-07 01:20:00,EE00-00,520702312,330841616
2026-02-07 01:20:00,FF00-00,694401452,255343862
2026-02-07 01:20:00,GG00-00,550882315,334351364
2026-02-07 01:20:00,HH00-00,85194227,144085803
2026-02-07 01:20:00,II00-00,780003454,429109138
2026-02-07 01:20:00,JJ00-00,141713782,287344808
2026-02-07 01:20:00,KK00-00,715758612,346731574
2026-02-07 01:20:00,LL00-00,66698339,413540454
2026-02-07 01:20:00,MM00-00,179578191,501022114
2026-02-07 01:20:00,NN00-00,211075583,544053689
2026-02-07 01:20:00,OO00-00,336739820,588156688
2026-02-07 01:20:00,PP00-00,107103536,702441286
2026-02-07 01:20:00,QQ00-00,494776450,278113130
2026-02-07 01:20:00,RR00-00,281686558,403057355
2026-02-07 01:20:00,SS00-00,217474526,334047178
2026-02-07 01:20:00,TT00-00,416756820,565921989
2026-02-07 01:20:00,UU00-00,131505769,301547664
2026-02-07 01:20:00,VV00-00,189808887,252206479
2026-02-07 01:20:00,WW00-00,68093251,419702544
2026-02-07 01:20:00,XX00-00,333248025,474417394
2026-02-07 01:20:00,YY00-00,242678190,327936556
2026-02-07 01:20:00,ZZ00-00,62327082,339372768
2026-02-07 01:25:00,AA00-00,406120515,332088982
2026-02-07 01:25:00,BB00-00,260197117,944653620
2026-02-07 01:25:00,CC00-00,45163582,213956961
2026-02-07 01:25:00,DD00-00,406201912,557099837
2026-02-07 01:25:00,EE00-00,570128388,301326914
2026-02-07 01:25:00,FF00-00,745196136,233986233
2026-02-07 01:25:00,GG00-00,547344863,318185444
2026-02-07 01:25:00,HH00-00,85327656,132831076
2026-02-07 01:25:00,II00-00,780581110,453308309
2026-02-07 01:25:00,JJ00-00,149979067,293113063
2026-02-07 01:25:00,KK00-00,675593754,379783332
2026-02-07 01:25:00,LL00-00,61025987,403867238
2026-02-07 01:25:00,MM00-00,168304500,492813201
2026-02-07 01:25:00,NN00-00,215785088,597644876
2026-02-07 01:25:00,OO00-00,330369961,561481200
2026-02-07 01:25:00,PP00-00,105072203,713620044
2026-02-07 01:25:00,QQ00-00,479618895,301059567
2026-02-07 01:25:00,RR00-00,306839165,412901552
2026-02-07 01:25:00,SS00-00,235038158,347958299
2026-02-07 01:25:00,TT00-00,438804447,533959834
2026-02-07 01:25:00,UU00-00,134141384,324800008
2026-02-07 01:25:00,VV00-00,186926362,247849040
2026-02-07 01:25:00,WW00-00,70950598,427078846
2026-02-07 01:25:00,XX00-00,305279079,427035838
2026-02-07 01:25:00,YY00-00,229998068,359934577
2026-02-07 01:25:00,ZZ00-00,62259797,344376842
2026-02-07 01:30:00,AA00-00,408464226,351622502
2026-02-07 01:30:00,BB00-00,267115763,883585790
2026-02-07 01:30:00,CC00-00,45849881,226885271
2026-02-07 01:30:00,DD00-00,432419312,572028467
2026-02-07 01:30:00,EE00-00,588105651,309714086
2026-02-07 01:30:00,FF00-00,706632609,238715527
2026-02-07 01:30:00,GG00-00,573165748,343800902
2026-02-07 01:30:00,HH00-00,85123676,129044836
2026-02-07 01:30:00,II00-00,826754594,435829453
2026-02-07 01:30:00,JJ00-00,146793723,308372124
2026-02-07 01:30:00,KK00-00,727239943,396831863
2026-02-07 01:30:00,LL00-00,55730181,406680373
2026-02-07 01:30:00,MM00-00,172109676,512249198
2026-02-07 01:30:00,NN00-00,219518043,545457976
2026-02-07 01:30:00,OO00-00,348976772,587264123
2026-02-07 01:30:00,PP00-00,113102184,646282379
2026-02-07 01:30:00,QQ00-00,470391606,296255081
2026-02-07 01:30:00,RR00-00,296230445,387984706
2026-02-07 01:30:00,SS00-00,236783667,373518617
2026-02-07 01:30:00,TT00-00,398453468,520266861
2026-02-07 01:30:00,UU00-00,125284685,335942699
2026-02-07 01:30:00,VV00-00,198760057,251064138
2026-02-07 01:30:00,WW00-00,68254372,414663605
2026-02-07 01:30:00,XX00-00,309565320,463114089
2026-02-07 01:30:00,YY00-00,222341133,352902892
2026-02-07 01:30:00,ZZ00-00,66831677,372002833
2026-02-07 01:35:00,AA00-00,425123926,356801368
2026-02-07 01:35:00,BB00-00,272239086,867569890
2026-02-07 01:35:00,CC00-00,45237279,216991997
2026-02-07 01:35:00,DD00-00,401801547,590253764
2026-02-07 01:35:00,EE00-00,590409552,293769257
2026-02-07 01:35:00,FF00-00,690655560,245379703
2026-02-07 01:35:00,GG00-00,555395590,378012381
2026-02-07 01:35:00,HH00-00,81432045,121433964
2026-02-07 01:35:00,II00-00,833481408,440737612
2026-02-07 01:35:00,JJ00-00,138857545,309240019
2026-02-07 01:35:00,KK00-00,658042098,373465538
2026-02-07 01:35:00,LL00-00,50912150,421471631
2026-02-07 01:35:00,MM00-00,176752966,527637516
2026-02-07 01:35:00,NN00-00,199010626,536531395
2026-02-07 01:35:00,OO00-00,348245522,597263699
2026-02-07 01:35:00,PP00-00,104322091,599868055
2026-02-07 01:35:00,QQ00-00,515256488,269149309
2026-02-07 01:35:00,RR00-00,270371344,386193308
2026-02-07 01:35:00,SS00-00,258103250,371886691
2026-02-07 01:35:00,TT00-00,370085015,543122759
2026-02-07 01:35:00,UU00-00,135602148,346791973
