timestamp,id,limit_group,poi_code,new_pre_control_mbps_in,limit_mbps_in,new_volume_mbps_in,new_volume_mbps_out,new_dropped_mbps_in,cur_volume_mbps_in,cur_volume_mbps_out,new_volume_bytes_in,new_volume_bytes_out,cur_volume_bytes_in,cur_volume_bytes_out,limit_kbps_in,new_dropped_bytes_in,new_dropped_packets_in
2025-01-15 01:05:00,AA00-00-2015,AA00-00,2015,361.0,807.3,361.0,22.8,0.0,429.6,56.6,13537174240.0,853320015.0,16111470836.0,2122653210.0,807332.0,0.0,0.0
2025-01-15 01:10:00,AA00-00-2015,AA00-00,2015,361.7,807.3,361.7,45.9,0.0,503.1,39.6,13564633735.0,1721434945.0,18865790453.0,1484420407.0,807332.0,0.0,0.0
2025-01-15 01:15:00,AA00-00-2015,AA00-00,2015,334.8,807.3,334.8,35.7,0.0,482.3,51.1,12554999310.0,1337629638.0,18085543291.0,1917191257.0,807332.0,0.0,0.0
2025-01-15 01:20:00,AA00-00-2015,AA00-00,2015,363.1,811.5,363.1,19.4,0.0,478.3,48.3,13616560125.0,727711604.0,17935811142.0,1809832193.0,811470.0,0.0,0.0
2025-01-15 01:25:00,AA00-00-2015,AA00-00,2015,386.1,811.5,386.1,50.8,0.0,452.1,66.5,14479220345.0,1906414138.0,16954455565.0,2495001050.0,811470.0,0.0,0.0
2025-01-15 01:30:00,AA00-00-2015,AA00-00,2015,422.9,811.5,422.9,24.8,0.0,418.3,28.4,15858249936.0,930413938.0,15687635767.0,1064925814.0,811470.0,0.0,0.0
2025-01-15 01:35:00,AA00-00-2015,AA00-00,2015,382.3,811.5,382.3,54.0,0.0,443.6,29.1,14336178531.0,2026031308.0,16634855365.0,1090417350.0,811470.0,0.0,0.0
2025-01-15 01:40:00,AA00-00-2015,AA00-00,2015,377.2,780.9,377.2,50.2,0.0,465.0,30.4,14144965841.0,1880666326.0,17438224978.0,1139797926.0,780940.0,0.0,0.0
2025-01-15 01:45:00,AA00-00-2015,AA00-00,2015,365.2,780.9,365.2,52.4,0.0,481.9,36.2,13696724937.0,1966020350.0,18071124677.0,1357717462.0,780940.0,0.0,0.0
2025-01-15 01:50:00,AA00-00-2015,AA00-00,2015,363.7,780.9,363.7,52.4,0.0,465.4,46.5,13637102001.0,1965562413.0,17453833456.0,1742978360.0,780940.0,0.0,0.0
2025-01-15 01:55:00,AA00-00-2015,AA00-00,2015,392.7,780.9,392.7,33.9,0.0,466.1,45.4,14725057488.0,1271367253.0,17477720468.0,1701829088.0,780940.0,0.0,0.0
2025-01-15 02:00:00,AA00-00-2015,AA00-00,2015,380.4,786.9,380.4,29.5,0.0,451.8,33.0,14263635699.0,1106240195.0,16941416067.0,1238352173.0,786944.0,0.0,0.0
2025-01-15 02:05:00,AA00-00-2015,AA00-00,2015,363.0,786.9,363.0,43.6,0.0,470.5,64.9,13612284711.0,1634574606.0,17643000654.0,2432755037.0,786944.0,0.0,0.0
2025-01-15 02:10:00,AA00-00-2015,AA00-00,2015,355.8,786.9,355.8,50.9,0.0,435.0,24.4,13340950882.0,1906960166.0,16311156524.0,914506674.0,786944.0,0.0,0.0
2025-01-15 02:15:00,AA00-00-2015,AA00-00,2015,371.9,786.9,371.9,48.3,0.0,458.5,54.7,13945347918.0,1810103419.0,17194020281.0,2051364402.0,786944.0,0.0,0.0
2025-01-15 02:20:00,AA00-00-2015,AA00-00,2015,364.9,827.0,364.9,20.6,0.0,450.5,66.2,13683925340.0,771492261.0,16891882147.0,2481644567.0,826958.0,0.0,0.0
2025-01-15 02:25:00,AA00-00-2015,AA00-00,2015,374.8,827.0,374.8,29.3,0.0,488.6,72.5,14055170349.0,1100190184.0,18322816505.0,2720040579.0,826958.0,0.0,0.0
2025-01-15 02:30:00,AA00-00-2015,AA00-00,2015,370.6,827.0,370.6,55.0,0.0,390.6,25.8,13897764691.0,2060964678.0,14648003885.0,966723165.0,826958.0,0.0,0.0
2025-01-15 02:35:00,AA00-00-2015,AA00-00,2015,382.2,827.0,382.2,46.5,0.0,452.2,23.6,14332752883.0,1745265146.0,16958271765.0,885465078.0,826958.0,0.0,0.0
2025-01-15 02:40:00,AA00-00-2015,AA00-00,2015,351.2,823.0,351.2,30.8,0.0,461.4,59.6,13169742347.0,1155252146.0,17300814231.0,2235235497.0,823033.0,0.0,0.0
2025-01-15 02:45:00,AA00-00-2015,AA00-00,2015,395.4,823.0,395.4,36.9,0.0,413.4,58.7,14826682217.0,1385599361.0,15504224317.0,2199723830.0,823033.0,0.0,0.0
2025-01-15 02:50:00,AA00-00-2015,AA00-00,2015,427.0,823.0,427.0,29.1,0.0,472.5,64.9,16012088681.0,1089874891.0,17720567052.0,2434189865.0,823033.0,0.0,0.0
2025-01-15 02:55:00,AA00-00-2015,AA00-00,2015,397.3,823.0,397.3,28.6,0.0,452.7,46.6,14898142196.0,1070836311.0,16975442800.0,1748861052.0,823033.0,0.0,0.0
2025-01-15 03:00:00,AA00-00-2015,AA00-00,2015,379.0,775.3,379.0,47.6,0.0,433.9,50.3,14212766949.0,1785396746.0,16272832720.0,1884518382.0,775318.0,0.0,0.0
2025-01-15 03:05:00,AA00-00-2015,AA00-00,2015,391.4,775.3,391.4,43.4,0.0,478.9,34.6,14678916218.0,1626734195.0,17958091908.0,1298675508.0,775318.0,0.0,0.0
2025-01-15 03:10:00,AA00-00-2015,AA00-00,2015,356.0,775.3,356.0,44.2,0.0,438.7,24.5,13349747603.0,1658532509.0,16452378799.0,917498735.0,775318.0,0.0,0.0
2025-01-15 03:15:00,AA00-00-2015,AA00-00,2015,345.2,775.3,345.2,19.3,0.0,474.1,58.6,12946114123.0,722986083.0,17778717506.0,2198291030.0,775318.0,0.0,0.0
2025-01-15 03:20:00,AA00-00-2015,AA00-00,2015,389.4,832.4,389.4,37.9,0.0,459.9,36.8,14602979343.0,1422780930.0,17247362740.0,1378456574.0,832385.0,0.0,0.0
2025-01-15 03:25:00,AA00-00-2015,AA00-00,2015,364.8,832.4,364.8,31.2,0.0,446.3,50.8,13680828556.0,1169433517.0,16737625246.0,1906679126.0,832385.0,0.0,0.0
2025-01-15 03:30:00,AA00-00-2015,AA00-00,2015,349.7,832.4,349.7,19.5,0.0,432.7,61.1,13112480263.0,730878954.0,16225532830.0,2289789434.0,832385.0,0.0,0.0
2025-01-15 03:35:00,AA00-00-2015,AA00-00,2015,358.4,832.4,358.4,49.6,0.0,439.4,63.9,13440134648.0,1860576207.0,16478330354.0,2397612432.0,832385.0,0.0,0.0
2025-01-15 03:40:00,AA00-00-2015,AA00-00,2015,353.7,809.1,353.7,38.8,0.0,475.7,67.8,13264444957.0,1456181396.0,17839621940.0,2543250252.0,809140.0,0.0,0.0
2025-01-15 03:45:00,AA00-00-2015,AA00-00,2015,377.4,809.1,377.4,34.7,0.0,481.9,49.8,14153692050.0,1301197995.0,18073099123.0,1867293774.0,809140.0,0.0,0.0
2025-01-15 03:50:00,AA00-00-2015,AA00-00,2015,385.8,809.1,385.8,35.1,0.0,471.5,65.0,14468430085.0,1317685566.0,17681684651.0,2438677875.0,809140.0,0.0,0.0
2025-01-15 03:55:00,AA00-00-2015,AA00-00,2015,391.6,809.1,391.6,19.9,0.0,455.0,42.1,14683306959.0,744962048.0,17063055713.0,1579014926.0,809140.0,0.0,0.0
2025-01-15 04:00:00,AA00-00-2015,AA00-00,2015,391.7,799.1,391.7,45.5,0.0,471.5,60.8,14687978849.0,1705777670.0,17680005556.0,2279322769.0,799146.0,0.0,0.0
2025-01-15 04:05:00,AA00-00-2015,AA00-00,2015,389.1,799.1,389.1,33.8,0.0,462.9,56.8,14590085559.0,1266784335.0,17358348280.0,2128768573.0,799146.0,0.0,0.0
2025-01-15 04:10:00,AA00-00-2015,AA00-00,2015,371.0,799.1,371.0,34.2,0.0,442.0,39.2,13913792506.0,1281093748.0,16573779957.0,1468164969.0,799146.0,0.0,0.0
2025-01-15 04:15:00,AA00-00-2015,AA00-00,2015,363.2,799.1,363.2,51.2,0.0,434.8,55.3,13621219527.0,1920496820.0,16305506040.0,2074640984.0,799146.0,0.0,0.0
2025-01-15 04:20:00,AA00-00-2015,AA00-00,2015,346.7,776.6,346.7,37.5,0.0,448.5,34.3,12999422609.0,1406628692.0,16820229487.0,1286237705.0,776619.0,0.0,0.0
2025-01-15 04:25:00,AA00-00-2015,AA00-00,2015,395.5,776.6,395.5,54.0,0.0,441.2,64.5,14832687144.0,2023721798.0,16545993193.0,2417283642.0,776619.0,0.0,0.0
2025-01-15 04:30:00,AA00-00-2015,AA00-00,2015,371.6,776.6,371.6,36.2,0.0,458.6,63.4,13934874249.0,1358801244.0,17199218103.0,2375963926.0,776619.0,0.0,0.0
2025-01-15 04:35:00,AA00-00-2015,AA00-00,2015,367.2,776.6,367.2,53.9,0.0,492.3,26.5,13771478070.0,2019871144.0,18460694423.0,995210904.0,776619.0,0.0,0.0
2025-01-15 04:40:00,AA00-00-2015,AA00-00,2015,397.1,816.9,397.1,23.2,0.0,462.1,57.6,14889415597.0,868385061.0,17327582501.0,2161103996.0,816918.0,0.0,0.0
2025-01-15 04:45:00,AA00-00-2015,AA00-00,2015,358.1,816.9,358.1,35.1,0.0,489.2,52.4,13428937099.0,1316787776.0,18343841649.0,1963619917.0,816918.0,0.0,0.0
2025-01-15 04:50:00,AA00-00-2015,AA00-00,2015,390.6,816.9,390.6,41.0,0.0,455.7,54.9,14647395640.0,1537562394.0,17089149399.0,2059308667.0,816918.0,0.0,0.0
2025-01-15 04:55:00,AA00-00-2015,AA00-00,2015,380.5,816.9,380.5,52.4,0.0,451.9,29.6,14269323594.0,1965955208.0,16945513241.0,1109470326.0,816918.0,0.0,0.0
2025-01-15 05:00:00,AA00-00-2015,AA00-00,2015,355.5,831.4,355.5,47.2,0.0,421.2,30.9,13331638909.0,1768394719.0,15794604373.0,1158958096.0,831429.0,0.0,0.0
2025-01-15 05:05:00,AA00-00-2015,AA00-00,2015,373.6,831.4,373.6,20.7,0.0,470.3,53.8,14008282312.0,776913770.0,17635878649.0,2017449704.0,831429.0,0.0,0.0
2025-01-15 05:10:00,AA00-00-2015,AA00-00,2015,393.2,831.4,393.2,39.8,0.0,440.8,47.7,14745964843.0,1493198878.0,16528930269.0,1788979169.0,831429.0,0.0,0.0
2025-01-15 05:15:00,AA00-00-2015,AA00-00,2015,389.9,831.4,389.9,37.8,0.0,436.1,31.0,14621806381.0,1417447914.0,16354459697.0,1163527027.0,831429.0,0.0,0.0
2025-01-15 05:20:00,AA00-00-2015,AA00-00,2015,403.0,766.3,403.0,32.4,0.0,432.7,49.2,15114367746.0,1216560182.0,16224471050.0,1844650166.0,766271.0,0.0,0.0
2025-01-15 05:25:00,AA00-00-2015,AA00-00,2015,381.4,766.3,381.4,24.0,0.0,463.8,48.2,14301579266.0,899671230.0,17392855867.0,1807729608.0,766271.0,0.0,0.0
2025-01-15 05:30:00,AA00-00-2015,AA00-00,2015,438.3,766.3,438.3,56.1,0.0,442.6,52.1,16435235279.0,2103789148.0,16597168462.0,1953392338.0,766271.0,0.0,0.0
2025-01-15 05:35:00,AA00-00-2015,AA00-00,2015,357.8,766.3,357.8,26.0,0.0,493.3,38.3,13418624759.0,976180265.0,18498395150.0,1436481088.0,766271.0,0.0,0.0
2025-01-15 05:40:00,AA00-00-2015,AA00-00,2015,367.6,801.0,367.6,30.6,0.0,481.3,49.0,13786482236.0,1148041013.0,18048129555.0,1837212918.0,800972.0,0.0,0.0
2025-01-15 05:45:00,AA00-00-2015,AA00-00,2015,374.0,801.0,374.0,31.5,0.0,443.6,40.6,14025177419.0,1182359921.0,16636367695.0,1523919136.0,800972.0,0.0,0.0
2025-01-15 05:50:00,AA00-00-2015,AA00-00,2015,348.6,801.0,348.6,34.3,0.0,401.7,29.1,13072091657.0,1287902282.0,15065078825.0,1092168082.0,800972.0,0.0,0.0
2025-01-15 05:55:00,AA00-00-2015,AA00-00,2015,394.8,801.0,394.8,54.9,0.0,458.5,28.0,14803885048.0,2059427800.0,17195573695.0,1051863370.0,800972.0,0.0,0.0
2025-01-15 06:00:00,AA00-00-2015,AA00-00,2015,392.2,828.1,392.2,47.4,0.0,448.8,59.6,14708101374.0,1779196874.0,16830563599.0,2233519702.0,828105.0,0.0,0.0
2025-01-15 06:05:00,AA00-00-2015,AA00-00,2015,375.7,828.1,375.7,20.7,0.0,476.2,56.6,14088487197.0,775113837.0,17856997901.0,2123136780.0,828105.0,0.0,0.0
2025-01-15 06:10:00,AA00-00-2015,AA00-00,2015,365.4,828.1,365.4,44.6,0.0,456.3,28.8,13701937683.0,1672262221.0,17109504817.0,1079134715.0,828105.0,0.0,0.0
2025-01-15 06:15:00,AA00-00-2015,AA00-00,2015,347.5,828.1,347.5,23.8,0.0,482.2,55.0,13029475569.0,891608833.0,18082907873.0,2064151821.0,828105.0,0.0,0.0
2025-01-15 06:20:00,AA00-00-2015,AA00-00,2015,360.8,833.8,360.8,18.8,0.0,467.3,45.6,13528822709.0,705997164.0,17522746079.0,1710961354.0,833844.0,0.0,0.0
2025-01-15 06:25:00,AA00-00-2015,AA00-00,2015,389.6,833.8,389.6,24.7,0.0,427.0,27.2,14610065865.0,926911416.0,16012493233.0,1021570121.0,833844.0,0.0,0.0
2025-01-15 06:30:00,AA00-00-2015,AA00-00,2015,371.8,833.8,371.8,41.1,0.0,439.1,63.3,13942253244.0,1541869345.0,16467349154.0,2375246691.0,833844.0,0.0,0.0
2025-01-15 06:35:00,AA00-00-2015,AA00-00,2015,367.9,833.8,367.9,19.4,0.0,445.9,25.0,13795982020.0,727195389.0,16719794687.0,936319813.0,833844.0,0.0,0.0
2025-01-15 06:40:00,AA00-00-2015,AA00-00,2015,385.4,766.8,385.4,19.7,0.0,452.5,66.1,14453800180.0,737885613.0,16967019191.0,2477313405.0,766819.0,0.0,0.0
2025-01-15 06:45:00,AA00-00-2015,AA00-00,2015,397.9,766.8,397.9,55.4,0.0,450.2,37.4,14921374060.0,2079001753.0,16883791552.0,1402691844.0,766819.0,0.0,0.0
2025-01-15 06:50:00,AA00-00-2015,AA00-00,2015,381.2,766.8,381.2,39.5,0.0,472.8,40.8,14294616350.0,1480268236.0,17731630482.0,1528904927.0,766819.0,0.0,0.0
2025-01-15 06:55:00,AA00-00-2015,AA00-00,2015,382.5,766.8,382.5,34.0,0.0,468.0,41.6,14342424823.0,1275340776.0,17551477170.0,1560491300.0,766819.0,0.0,0.0
2025-01-15 07:00:00,AA00-00-2015,AA00-00,2015,402.5,821.6,402.5,56.1,0.0,447.1,65.9,15094045777.0,2104009622.0,16766626813.0,2473085547.0,821551.0,0.0,0.0
2025-01-15 07:05:00,AA00-00-2015,AA00-00,2015,380.3,821.6,380.3,42.4,0.0,471.9,62.4,14262433707.0,1590360844.0,17697795202.0,2339764288.0,821551.0,0.0,0.0
2025-01-15 07:10:00,AA00-00-2015,AA00-00,2015,371.5,821.6,371.5,54.3,0.0,430.3,25.3,13932026041.0,2036943708.0,16136622106.0,947598447.0,821551.0,0.0,0.0
2025-01-15 07:15:00,AA00-00-2015,AA00-00,2015,390.2,821.6,390.2,37.2,0.0,473.1,48.3,14634208236.0,1394383661.0,17740901431.0,1811591206.0,821551.0,0.0,0.0
2025-01-15 07:20:00,AA00-00-2015,AA00-00,2015,373.2,782.8,373.2,54.4,0.0,477.1,29.1,13993512801.0,2041474223.0,17893028769.0,1089699741.0,782751.0,0.0,0.0
2025-01-15 07:25:00,AA00-00-2015,AA00-00,2015,371.5,782.8,371.5,40.1,0.0,463.8,30.2,13929628275.0,1504162459.0,17393773936.0,1131214073.0,782751.0,0.0,0.0
2025-01-15 07:30:00,AA00-00-2015,AA00-00,2015,402.6,782.8,402.6,31.4,0.0,469.8,26.4,15099370913.0,1176253512.0,17616166589.0,990315058.0,782751.0,0.0,0.0
2025-01-15 07:35:00,AA00-00-2015,AA00-00,2015,373.8,782.8,373.8,56.0,0.0,473.0,24.3,14016224010.0,2100741753.0,17738002877.0,910278984.0,782751.0,0.0,0.0
2025-01-15 07:40:00,AA00-00-2015,AA00-00,2015,330.0,802.6,330.0,35.6,0.0,482.2,65.7,12374233064.0,1334612782.0,18082225005.0,2464411659.0,802553.0,0.0,0.0
2025-01-15 07:45:00,AA00-00-2015,AA00-00,2015,386.8,802.6,386.8,25.3,0.0,475.5,70.5,14504749153.0,949366045.0,17832427292.0,2643747546.0,802553.0,0.0,0.0
2025-01-15 07:50:00,AA00-00-2015,AA00-00,2015,373.5,802.6,373.5,37.7,0.0,486.5,55.5,14007082365.0,1415359828.0,18242995485.0,2082615085.0,802553.0,0.0,0.0
2025-01-15 07:55:00,AA00-00-2015,AA00-00,2015,376.2,802.6,376.2,30.7,0.0,423.5,26.5,14107334527.0,1151803387.0,15881314939.0,995150345.0,802553.0,0.0,0.0
2025-01-15 08:00:00,AA00-00-2015,AA00-00,2015,390.8,821.0,390.8,31.4,0.0,462.8,41.4,14656833846.0,1177265891.0,17353591205.0,1551275537.0,820994.0,0.0,0.0
2025-01-15 08:05:00,AA00-00-2015,AA00-00,2015,380.1,821.0,380.1,54.9,0.0,459.1,64.9,14252112097.0,2059013155.0,17217782125.0,2432053194.0,820994.0,0.0,0.0
2025-01-15 08:10:00,AA00-00-2015,AA00-00,2015,388.1,821.0,388.1,41.6,0.0,464.1,27.5,14553053547.0,1558419467.0,17405203783.0,1032584678.0,820994.0,0.0,0.0
2025-01-15 08:15:00,AA00-00-2015,AA00-00,2015,347.1,821.0,347.1,17.6,0.0,481.7,33.0,13016368783.0,658867530.0,18064531459.0,1237801874.0,820994.0,0.0,0.0
2025-01-15 08:20:00,AA00-00-2015,AA00-00,2015,368.4,802.8,368.4,53.4,0.0,464.7,68.4,13814087317.0,2000790347.0,17426316001.0,2563272929.0,802829.0,0.0,0.0
2025-01-15 08:25:00,AA00-00-2015,AA00-00,2015,413.5,802.8,413.5,27.4,0.0,464.4,54.7,15506204160.0,1025654286.0,17414856536.0,2049961586.0,802829.0,0.0,0.0
2025-01-15 08:30:00,AA00-00-2015,AA00-00,2015,388.1,802.8,388.1,40.3,0.0,473.7,56.8,14551920873.0,1509820207.0,17763161904.0,2131343611.0,802829.0,0.0,0.0
2025-01-15 08:35:00,AA00-00-2015,AA00-00,2015,358.3,802.8,358.3,27.1,0.0,429.4,33.3,13437808231.0,1018091350.0,16103787506.0,1247109059.0,802829.0,0.0,0.0
2025-01-15 08:40:00,AA00-00-2015,AA00-00,2015,371.0,769.7,371.0,44.3,0.0,500.0,61.6,13913241008.0,1659722917.0,18749408190.0,2308366878.0,769705.0,0.0,0.0
2025-01-15 08:45:00,AA00-00-2015,AA00-00,2015,374.0,769.7,374.0,55.9,0.0,463.0,50.2,14026316477.0,2097525540.0,17361507151.0,1883522191.0,769705.0,0.0,0.0
2025-01-15 08:50:00,AA00-00-2015,AA00-00,2015,396.2,769.7,396.2,41.1,0.0,499.9,63.7,14856938749.0,1542477246.0,18746234300.0,2389744145.0,769705.0,0.0,0.0
2025-01-15 08:55:00,AA00-00-2015,AA00-00,2015,387.9,769.7,387.9,35.1,0.0,447.7,27.1,14546034158.0,1317354687.0,16789678272.0,1016441088.0,769705.0,0.0,0.0
2025-01-15 09:00:00,AA00-00-2015,AA00-00,2015,385.5,764.1,385.5,57.0,0.0,447.4,34.2,14456259454.0,2135849541.0,16778293050.0,1281806450.0,764083.0,0.0,0.0
2025-01-15 09:05:00,AA00-00-2015,AA00-00,2015,399.9,764.1,399.9,39.9,0.0,464.1,26.1,14996377567.0,1497137903.0,17403771916.0,977075744.0,764083.0,0.0,0.0
2025-01-15 09:10:00,AA00-00-2015,AA00-00,2015,410.9,764.1,410.9,29.9,0.0,471.2,28.6,15408023437.0,1120565535.0,17671705133.0,1071837219.0,764083.0,0.0,0.0
2025-01-15 09:15:00,AA00-00-2015,AA00-00,2015,399.3,764.1,399.3,47.7,0.0,460.1,59.0,14973376519.0,1789273773.0,17252773809.0,2213084904.0,764083.0,0.0,0.0
2025-01-15 09:20:00,AA00-00-2015,AA00-00,2015,395.7,749.7,395.7,59.0,0.0,454.6,52.7,14839531340.0,2211513349.0,17047296219.0,1977829128.0,749688.0,0.0,0.0
2025-01-15 09:25:00,AA00-00-2015,AA00-00,2015,401.1,749.7,401.1,34.9,0.0,482.7,54.0,15040148261.0,1309957376.0,18101963831.0,2023143934.0,749688.0,0.0,0.0
2025-01-15 09:30:00,AA00-00-2015,AA00-00,2015,418.0,749.7,418.0,28.0,0.0,508.7,65.7,15673135729.0,1050824994.0,19077520946.0,2465324832.0,749688.0,0.0,0.0
2025-01-15 09:35:00,AA00-00-2015,AA00-00,2015,414.2,749.7,414.2,35.1,0.0,515.0,55.7,15531808205.0,1315480397.0,19312544740.0,2087616402.0,749688.0,0.0,0.0
2025-01-15 09:40:00,AA00-00-2015,AA00-00,2015,431.6,756.7,431.6,55.3,0.0,472.1,35.4,16184027910.0,2074436047.0,17703064409.0,1326836497.0,756681.0,0.0,0.0
2025-01-15 09:45:00,AA00-00-2015,AA00-00,2015,398.6,756.7,398.6,51.6,0.0,455.8,49.5,14948955041.0,1934416383.0,17092971259.0,1855323431.0,756681.0,0.0,0.0
2025-01-15 09:50:00,AA00-00-2015,AA00-00,2015,408.8,756.7,408.8,34.4,0.0,476.1,65.5,15329564546.0,1290855775.0,17854680912.0,2456606021.0,756681.0,0.0,0.0
2025-01-15 09:55:00,AA00-00-2015,AA00-00,2015,441.1,756.7,441.1,32.6,0.0,522.9,45.6,16540201971.0,1221146026.0,19608250745.0,1711602247.0,756681.0,0.0,0.0
2025-01-15 10:00:00,AA00-00-2015,AA00-00,2015,414.9,763.1,414.9,41.7,0.0,509.2,65.2,15559833946.0,1562989869.0,19094142361.0,2444736163.0,763100.0,0.0,0.0
2025-01-15 10:05:00,AA00-00-2015,AA00-00,2015,459.4,763.1,459.4,23.4,0.0,496.4,39.6,17227615753.0,877035582.0,18616376276.0,1484266710.0,763100.0,0.0,0.0
2025-01-15 10:10:00,AA00-00-2015,AA00-00,2015,463.4,763.1,463.4,46.9,0.0,479.0,45.2,17378040687.0,1757082956.0,17961822397.0,1696288799.0,763100.0,0.0,0.0
2025-01-15 10:15:00,AA00-00-2015,AA00-00,2015,466.9,763.1,466.9,68.5,0.0,512.4,51.5,17508589024.0,2568454883.0,19216271974.0,1930245678.0,763100.0,0.0,0.0
2025-01-15 10:20:00,AA00-00-2015,AA00-00,2015,428.1,776.3,428.1,58.4,0.0,545.3,36.3,16054220896.0,2188883172.0,20448580556.0,1361779755.0,776291.0,0.0,0.0
2025-01-15 10:25:00,AA00-00-2015,AA00-00,2015,450.0,776.3,450.0,48.1,0.0,492.6,35.8,16874269659.0,1804207818.0,18473698113.0,1343773780.0,776291.0,0.0,0.0
2025-01-15 10:30:00,AA00-00-2015,AA00-00,2015,443.3,776.3,443.3,48.0,0.0,453.2,55.8,16623504293.0,1800501320.0,16994262049.0,2092766146.0,776291.0,0.0,0.0
2025-01-15 10:35:00,AA00-00-2015,AA00-00,2015,473.9,776.3,473.9,41.3,0.0,476.9,52.5,17772291386.0,1549821238.0,17884432515.0,1967423531.0,776291.0,0.0,0.0
2025-01-15 10:40:00,AA00-00-2015,AA00-00,2015,492.8,768.2,492.8,47.2,0.0,504.0,74.1,18478446925.0,1770050976.0,18899461600.0,2777427747.0,768237.0,0.0,0.0
2025-01-15 10:45:00,AA00-00-2015,AA00-00,2015,481.3,768.2,481.3,65.8,0.0,501.3,50.6,18050325169.0,2467588081.0,18799013828.0,1899006411.0,768237.0,0.0,0.0
2025-01-15 10:50:00,AA00-00-2015,AA00-00,2015,469.4,768.2,469.4,68.8,0.0,538.2,28.1,17601664839.0,2581696428.0,20181310446.0,1054459179.0,768237.0,0.0,0.0
2025-01-15 10:55:00,AA00-00-2015,AA00-00,2015,466.6,768.2,466.6,34.9,0.0,496.0,63.6,17498347058.0,1308231796.0,18600812916.0,2386116234.0,768237.0,0.0,0.0
2025-01-15 11:00:00,AA00-00-2015,AA00-00,2015,489.9,755.3,489.9,68.4,0.0,507.9,69.8,18372191831.0,2563941778.0,19044926768.0,2619207736.0,755336.0,0.0,0.0
2025-01-15 11:05:00,AA00-00-2015,AA00-00,2015,459.1,755.3,459.1,43.3,0.0,499.4,63.2,17216901548.0,1624309815.0,18728485608.0,2371186151.0,755336.0,0.0,0.0
2025-01-15 11:10:00,AA00-00-2015,AA00-00,2015,496.4,755.3,496.4,50.9,0.0,534.3,63.5,18613580622.0,1909928364.0,20034619602.0,2383118481.0,755336.0,0.0,0.0
2025-01-15 11:15:00,AA00-00-2015,AA00-00,2015,473.4,755.3,473.4,36.6,0.0,499.2,59.7,17752456059.0,1373107234.0,18720624160.0,2237695937.0,755336.0,0.0,0.0
